datetime,open,high,low,close,volume
2023-01-05 14:30:00,4517.75,4520.0,4516.75,4517.75,6857.0
2023-01-05 14:35:00,4522.75,4525.75,4519.5,4522.75,2443.0
2023-01-05 14:40:00,4522.5,4523.75,4518.25,4521.5,5765.0
2023-01-05 14:45:00,4520.25,4523.25,4517.25,4518.25,4948.0
2023-01-05 14:50:00,4519.75,4520.25,4517.0,4519.75,7299.0
2023-01-05 14:55:00,4520.75,4523.25,4517.75,4519.75,2751.0
2023-01-05 15:00:00,4521.5,4525.25,4519.5,4521.75,7957.0
2023-01-05 15:05:00,4518.0,4520.75,4514.25,4516.75,3279.0
2023-01-05 15:10:00,4518.5,4521.5,4515.0,4517.0,5876.0
2023-01-05 15:15:00,4519.5,4521.5,4517.25,4519.75,3483.0
2023-01-05 15:20:00,4528.75,4532.0,4527.75,4529.0,5536.0
2023-01-05 15:25:00,4536.0,4538.75,4534.25,4536.75,3012.0
2023-01-05 15:30:00,4533.0,4538.5,4529.75,4536.0,6824.0
2023-01-05 15:35:00,4532.25,4533.25,4531.5,4532.5,5280.0
2023-01-05 15:40:00,4527.0,4528.75,4524.75,4527.75,2665.0
2023-01-05 15:45:00,4525.25,4527.5,4522.75,4523.75,7707.0
2023-01-05 15:50:00,4526.5,4527.25,4521.75,4524.75,5818.0
2023-01-05 15:55:00,4531.25,4536.25,4529.0,4533.25,3714.0
2023-01-06 09:30:00,4528.75,4531.75,4525.75,4527.5,1519.0
2023-01-06 09:35:00,4526.5,4530.0,4524.0,4525.25,7799.0
2023-01-06 09:40:00,4519.0,4519.75,4517.25,4519.0,6162.0
2023-01-06 09:45:00,4518.75,4522.25,4515.0,4518.5,5508.0
2023-01-06 09:50:00,4515.0,4515.75,4511.75,4513.75,6748.0
2023-01-06 09:55:00,4513.5,4515.25,4511.0,4513.0,5053.0
2023-01-06 10:00:00,4510.5,4515.25,4507.75,4512.25,2240.0
2023-01-06 10:05:00,4510.25,4511.0,4507.5,4509.25,2278.0
2023-01-06 10:10:00,4504.25,4504.75,4500.5,4502.25,1093.0
2023-01-06 10:15:00,4499.25,4501.0,4497.75,4500.5,971.0
2023-01-06 10:20:00,4507.0,4509.75,4506.25,4507.75,5965.0
2023-01-06 10:25:00,4502.75,4505.75,4499.0,4501.75,6889.0
2023-01-06 10:30:00,4499.0,4499.75,4493.5,4496.75,1729.0
2023-01-06 10:35:00,4505.75,4506.5,4501.5,4504.75,4804.0
2023-01-06 10:40:00,4516.5,4518.75,4513.25,4516.5,1429.0
2023-01-06 10:45:00,4512.5,4515.25,4510.5,4514.0,3608.0
2023-01-06 10:50:00,4511.5,4514.25,4508.75,4510.0,6430.0
2023-01-06 10:55:00,4512.75,4516.25,4510.25,4512.75,6589.0
2023-01-06 11:00:00,4519.25,4523.0,4515.75,4520.25,7615.0
2023-01-06 11:05:00,4516.0,4519.25,4510.0,4512.75,2829.0
2023-01-06 11:10:00,4515.25,4518.75,4513.25,4516.75,7615.0
2023-01-06 11:15:00,4518.25,4521.5,4514.0,4516.75,6377.0
2023-01-06 11:20:00,4520.25,4521.5,4517.25,4520.5,3039.0
2023-01-06 11:25:00,4519.0,4520.0,4515.75,4519.25,2959.0
2023-01-06 11:30:00,4518.75,4522.75,4516.0,4520.25,1306.0
2023-01-06 11:35:00,4514.0,4515.25,4512.25,4514.75,7406.0
2023-01-06 11:40:00,4513.25,4516.75,4508.75,4510.25,2024.0
2023-01-06 11:45:00,4512.75,4515.25,4509.5,4511.5,2509.0
2023-01-06 11:50:00,4513.75,4517.25,4512.25,4514.0,3596.0
2023-01-06 11:55:00,4512.0,4513.25,4508.25,4511.75,1531.0
2023-01-06 12:00:00,4513.75,4516.5,4511.75,4514.5,6544.0
2023-01-06 12:05:00,4517.75,4521.5,4515.75,4518.75,5735.0
2023-01-06 12:10:00,4518.5,4520.5,4517.0,4519.25,1674.0
2023-01-06 12:15:00,4520.0,4522.25,4517.25,4519.75,1721.0
2023-01-06 12:20:00,4520.5,4523.0,4515.75,4518.0,664.0
2023-01-06 12:25:00,4520.75,4524.25,4519.25,4520.0,7620.0
2023-01-06 12:30:00,4518.25,4521.75,4515.0,4518.75,3768.0
2023-01-06 12:35:00,4519.75,4520.5,4516.5,4518.25,5416.0
2023-01-06 12:40:00,4519.5,4522.25,4517.75,4520.5,1624.0
2023-01-06 12:45:00,4527.25,4531.0,4526.25,4528.5,2231.0
2023-01-06 12:50:00,4533.25,4534.25,4531.0,4533.5,4561.0
2023-01-06 12:55:00,4535.0,4536.75,4528.0,4530.75,2066.0
2023-01-06 13:00:00,4532.25,4533.75,4527.25,4530.5,5096.0
2023-01-06 13:05:00,4528.5,4532.0,4528.0,4531.0,7429.0
2023-01-06 13:10:00,4533.0,4535.25,4528.75,4532.25,2788.0
2023-01-06 13:15:00,4534.25,4535.25,4528.75,4531.5,5058.0
2023-01-06 13:20:00,4536.25,4540.25,4534.75,4538.0,7367.0
2023-01-06 13:25:00,4530.25,4531.25,4529.0,4530.25,7203.0
2023-01-06 13:30:00,4533.75,4538.0,4532.25,4535.25,557.0
2023-01-06 13:35:00,4535.5,4537.0,4532.25,4536.0,1326.0
2023-01-06 13:40:00,4531.75,4535.75,4530.5,4532.5,7896.0
2023-01-06 13:45:00,4530.25,4531.25,4528.5,4530.75,7440.0
2023-01-06 13:50:00,4531.5,4534.5,4528.75,4532.5,2914.0
2023-01-06 13:55:00,4532.0,4536.5,4528.75,4535.0,4400.0
2023-01-06 14:00:00,4531.0,4533.5,4528.5,4532.5,4795.0
2023-01-06 14:05:00,4531.0,4532.75,4526.0,4528.75,5513.0
2023-01-06 14:10:00,4530.25,4534.0,4529.25,4530.75,6127.0
2023-01-06 14:15:00,4531.0,4536.0,4527.75,4532.5,3296.0
2023-01-06 14:20:00,4536.5,4539.75,4535.25,4538.25,7174.0
2023-01-06 14:25:00,4527.5,4528.5,4526.0,4527.0,943.0
2023-01-06 14:30:00,4526.75,4531.25,4523.25,4528.5,743.0
2023-01-06 14:35:00,4527.75,4531.25,4526.75,4529.0,7684.0
2023-01-06 14:40:00,4529.0,4533.5,4528.25,4532.5,1828.0
2023-01-06 14:45:00,4528.0,4530.75,4524.5,4527.0,7959.0
2023-01-06 14:50:00,4521.75,4524.0,4519.75,4521.0,2644.0
2023-01-06 14:55:00,4523.25,4525.75,4522.0,4522.75,3234.0
2023-01-06 15:00:00,4529.75,4531.25,4526.75,4529.0,709.0
2023-01-06 15:05:00,4524.25,4526.25,4520.25,4523.25,7579.0
2023-01-06 15:10:00,4527.75,4528.75,4521.0,4524.0,3194.0
2023-01-06 15:15:00,4526.75,4529.5,4525.25,4526.25,1757.0
2023-01-06 15:20:00,4526.75,4528.25,4524.5,4527.25,4125.0
2023-01-06 15:25:00,4523.25,4526.0,4519.5,4522.5,1660.0
2023-01-06 15:30:00,4522.25,4527.75,4521.25,4524.75,6423.0
2023-01-06 15:35:00,4527.0,4530.0,4526.0,4527.0,1048.0
2023-01-06 15:40:00,4529.5,4531.75,4529.0,4531.25,4244.0
2023-01-06 15:45:00,4536.0,4537.75,4533.75,4536.25,3434.0
2023-01-06 15:50:00,4540.5,4543.5,4539.5,4541.5,778.0
2023-01-06 15:55:00,4542.25,4545.0,4539.5,4542.75,892.0
2023-01-09 09:30:00,4548.75,4554.0,4545.25,4550.75,4389.0
2023-01-09 09:35:00,4550.75,4552.5,4549.5,4550.75,3459.0
2023-01-09 09:40:00,4554.0,4557.75,4551.5,4554.5,1473.0
2023-01-09 09:45:00,4553.0,4554.5,4552.0,4553.5,1537.0
2023-01-09 09:50:00,4553.5,4555.25,4552.5,4553.25,6536.0
2023-01-09 09:55:00,4551.25,4552.5,4548.25,4551.75,5978.0
2023-01-09 10:00:00,4555.0,4561.0,4553.25,4558.0,5058.0
2023-01-09 10:05:00,4551.0,4552.0,4547.25,4550.5,6750.0
2023-01-09 10:10:00,4554.0,4556.0,4552.0,4554.75,1019.0
2023-01-09 10:15:00,4553.5,4558.25,4552.75,4555.25,5658.0
2023-01-09 10:20:00,4558.0,4561.75,4556.25,4559.75,6143.0
2023-01-09 10:25:00,4561.0,4561.5,4560.0,4561.0,2003.0
2023-01-09 10:30:00,4568.0,4568.5,4561.5,4564.75,4522.0
2023-01-09 10:35:00,4570.75,4573.75,4568.25,4571.5,6251.0
2023-01-09 10:40:00,4565.25,4566.75,4560.75,4562.25,5026.0
2023-01-09 10:45:00,4565.25,4568.25,4563.25,4567.25,2371.0
2023-01-09 10:50:00,4561.25,4564.0,4558.75,4561.5,5485.0
2023-01-09 10:55:00,4559.5,4562.25,4556.75,4561.0,6196.0
2023-01-09 11:00:00,4565.25,4567.75,4563.5,4564.0,572.0
2023-01-09 11:05:00,4568.0,4569.5,4565.25,4565.75,4755.0
2023-01-09 11:10:00,4565.5,4567.0,4564.75,4566.0,4284.0
2023-01-09 11:15:00,4562.0,4563.0,4560.25,4562.0,3250.0
2023-01-09 11:20:00,4562.5,4563.75,4559.75,4561.75,831.0
2023-01-09 11:25:00,4558.25,4559.0,4557.25,4558.25,1126.0
2023-01-09 11:30:00,4556.0,4561.25,4554.25,4559.75,6126.0
2023-01-09 11:35:00,4557.5,4561.75,4555.5,4558.5,6706.0
2023-01-09 11:40:00,4561.75,4566.25,4561.0,4563.25,3644.0
2023-01-09 11:45:00,4564.25,4567.0,4561.0,4565.5,7547.0
2023-01-09 11:50:00,4556.25,4560.5,4553.75,4558.25,7457.0
2023-01-09 11:55:00,4557.5,4559.75,4555.5,4557.25,5494.0
2023-01-09 12:00:00,4558.0,4561.0,4553.0,4555.25,4856.0
2023-01-09 12:05:00,4559.75,4561.0,4558.0,4559.5,7734.0
2023-01-09 12:10:00,4565.75,4568.25,4562.75,4567.0,5073.0
2023-01-09 12:15:00,4558.5,4560.0,4555.0,4557.25,7505.0
2023-01-09 12:20:00,4556.5,4557.25,4554.25,4556.25,7842.0
2023-01-09 12:25:00,4559.0,4560.5,4554.75,4558.0,1959.0
2023-01-09 12:30:00,4553.5,4558.75,4550.25,4555.5,5455.0
2023-01-09 12:35:00,4559.0,4563.5,4556.0,4560.0,5984.0
2023-01-09 12:40:00,4560.75,4562.25,4559.5,4561.5,6650.0
2023-01-09 12:45:00,4564.0,4566.75,4563.0,4564.75,3119.0
2023-01-09 12:50:00,4562.0,4563.75,4559.5,4562.0,6962.0
2023-01-09 12:55:00,4565.25,4567.5,4563.25,4565.5,4156.0
2023-01-09 13:00:00,4569.5,4571.75,4565.25,4567.75,3401.0
2023-01-09 13:05:00,4570.5,4571.0,4564.5,4567.5,1677.0
2023-01-09 13:10:00,4571.5,4575.0,4570.25,4571.75,2909.0
2023-01-09 13:15:00,4572.75,4576.75,4571.5,4573.25,7810.0
2023-01-09 13:20:00,4569.75,4574.0,4567.75,4571.5,5871.0
2023-01-09 13:25:00,4569.5,4574.25,4568.25,4571.75,5946.0
2023-01-09 13:30:00,4569.25,4573.5,4566.75,4571.5,7217.0
2023-01-09 13:35:00,4570.75,4572.5,4566.75,4569.5,2501.0
2023-01-09 13:40:00,4574.75,4575.75,4572.25,4574.25,5461.0
2023-01-09 13:45:00,4571.0,4574.0,4568.25,4571.75,3286.0
2023-01-09 13:50:00,4571.0,4575.0,4568.75,4574.25,6859.0
2023-01-09 13:55:00,4576.5,4581.75,4573.75,4578.5,3668.0
2023-01-09 14:00:00,4574.0,4577.5,4572.75,4575.5,6911.0
2023-01-09 14:05:00,4571.25,4573.0,4568.0,4570.75,6106.0
